Time,Date,Sender_account,Receiver_account,Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Laundering_type
3:34:05,11/6/2022,8296474486,9951218258,8203.36,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_Out
10:53:17,10/12/2022,4715010701,3315753163,6522.29,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
17:50:22,10/21/2022,8190565567,650050410,1894.33,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:45:03,10/16/2022,9450915137,6687408476,1388.04,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:32:15,11/9/2022,2101103369,9946766677,13783.55,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
23:52:05,10/15/2022,3416906249,1846202061,6590.59,UK pounds,Euro,UK,Austria,Cross-border,0,Normal_Fan_Out
8:53:24,10/17/2022,5069701582,5513123768,5220.2,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
9:06:32,10/27/2022,6450494238,1486579545,9733.46,UK pounds,Pakistani rupee,UK,Nigeria,Cross-border,0,Normal_Fan_In
15:57:50,10/31/2022,7565489921,1439241137,6237.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
7:37:00,11/3/2022,6040349641,5682458425,6272.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
22:07:56,10/10/2022,2603686237,922878502,7041.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
8:19:57,10/17/2022,5964663990,2738347739,9587.98,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
20:02:16,10/16/2022,1053816726,3007105300,23352.67,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:24:53,10/12/2022,740670414,854771296,214.23,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
10:32:21,10/20/2022,2783631302,2723210388,524.05,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:00:14,10/13/2022,7085703100,8322397330,23678.76,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
22:36:06,10/28/2022,3655513786,9064391033,3220.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
9:37:06,11/9/2022,1185112808,7886560122,2442.01,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:25:53,10/31/2022,3068663654,5075046249,18362.49,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
8:54:03,10/17/2022,8574189407,1103979413,9256.38,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
23:43:49,11/8/2022,7508347519,5343529159,2606.27,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
10:30:19,10/10/2022,6851660957,3776724367,5609.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:24:26,10/29/2022,8813803777,5281818912,9241.18,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
22:39:57,10/14/2022,5752354348,1324245638,5515.49,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
17:05:02,10/30/2022,4332727166,4047764271,4788.16,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
20:06:30,10/18/2022,55572042,4851629328,8491.85,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
15:53:45,11/4/2022,9190897626,8051726769,5038.91,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
17:13:39,10/21/2022,3100688132,8151862135,2553.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
1:13:59,10/8/2022,5100061329,6283019930,24870.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
21:50:56,10/20/2022,3937777106,1142621925,2884.87,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
9:05:17,10/28/2022,9572566560,4159530493,392.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
9:14:57,10/19/2022,3798722510,735289194,8930.83,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
19:19:07,10/28/2022,8078167284,3837227677,5435.54,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Fan_Out
23:52:55,11/2/2022,9936496752,7142954696,12976.27,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Mutual
1:52:47,11/8/2022,9815218118,6185694012,153.81,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:23:46,10/13/2022,3095757160,2266027405,3480.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
19:28:56,10/20/2022,9478961957,3846223284,2595.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:49:43,10/30/2022,9897138327,1924978868,24023.39,Albanian lek,UK pounds,Albania,UK,Cross-border,0,Normal_Fan_In
0:11:23,11/8/2022,77629767,9605552103,8083.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
16:09:44,11/8/2022,6435090468,5474432528,6107.55,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
23:45:50,11/8/2022,9471299753,9827777754,12852.38,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:02:07,11/1/2022,6497196776,4589639824,714.44,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:36:50,10/12/2022,6732720311,9618281364,9886.17,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
9:22:05,10/30/2022,2869675648,7880232040,696.34,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
2:13:54,11/2/2022,5879484578,888288089,273.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
21:17:25,10/17/2022,9613287365,9910906626,3473.32,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
11:36:51,10/20/2022,7800428010,3139337800,9519.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
19:43:25,10/14/2022,1324402753,8408319541,1510.03,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:23:26,11/10/2022,1386801348,8295828975,6963.97,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Periodical
17:46:33,11/6/2022,2766868603,9317675258,4827.1,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
20:02:52,10/20/2022,6728291723,4600914462,2380.66,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:15:17,10/9/2022,4439868846,2969509544,842.52,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
14:18:37,11/3/2022,6425933312,7460140660,1512.21,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
21:03:30,10/24/2022,978326439,8538031285,2160.56,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
19:26:02,10/13/2022,1555311880,3893129147,134.35,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
20:13:54,10/28/2022,2170399894,6649542363,2075.41,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:07:47,10/7/2022,5793150429,5466123934,15538.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
22:22:20,11/3/2022,6116788277,1108069912,2915.23,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Foward
16:25:24,10/27/2022,8030168400,4514194608,5288.01,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
16:17:43,11/11/2022,3127266613,3803077622,2803.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:28:21,10/14/2022,1180732550,2206406406,4318.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
9:12:45,10/12/2022,8192587178,2596955731,7387.4,UK pounds,Dirham,UK,UAE,Cross-border,0,Normal_Group
9:45:52,10/24/2022,175719479,156857419,5678.02,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
19:52:33,10/13/2022,7587659508,5649047255,4575.36,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
21:51:05,10/17/2022,8126974238,3568250923,3190.73,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
5:14:33,10/16/2022,5279253063,9107441158,21258.09,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
15:23:50,10/22/2022,1043901885,2527100295,45556.95,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
14:08:18,10/7/2022,2416180733,8441589829,368.15,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:24:34,11/1/2022,1625211274,3388044527,4969.61,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:58:19,11/11/2022,4055235410,9298145908,15791.79,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:01:13,10/10/2022,5055847696,357487297,17040.2,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
20:18:20,10/25/2022,392205712,1842912463,555.9,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:20:01,10/22/2022,6207696185,173763673,7260.58,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
13:11:44,10/23/2022,4143062083,9617643904,14265.72,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:36:05,10/25/2022,906150655,8142058294,274.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:59:10,11/11/2022,5332102873,5493218283,3511.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
11:29:19,10/31/2022,2928367983,8587358829,5531.12,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
18:49:16,10/29/2022,8444721339,5574155584,7197.68,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
18:39:08,10/7/2022,5021785800,7659797939,5844.56,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:39:44,10/26/2022,3567089560,6037378538,2885.81,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:17:31,10/14/2022,8482192268,1504636217,4432.65,Euro,UK pounds,Spain,UK,Cross-border,0,Normal_Fan_In
8:58:14,11/3/2022,3894570327,7657545175,1290.61,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:04:50,11/10/2022,3265440862,5964663990,10134.29,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
7:11:09,10/15/2022,529342035,8759116670,7151.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:48:48,10/7/2022,5149872242,2653776778,2598.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
8:54:25,10/21/2022,4317357030,7382147865,2175.29,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
18:15:04,10/27/2022,61038622,7956030582,166.02,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
14:22:58,11/1/2022,2426976405,6643263635,5022.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:44:34,10/18/2022,5760603945,4995210255,9789.39,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
14:09:06,10/24/2022,7954352634,2761457534,2876.73,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Group
19:28:43,10/9/2022,7854779669,2676912540,1206.5,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
18:14:50,10/30/2022,1170249640,958740232,2609.51,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:25:58,10/11/2022,62513986,7418952837,6967.38,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
7:20:01,10/25/2022,1332186089,5179372335,3996.84,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
17:13:00,11/6/2022,1039521040,5069706487,32133.82,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:37:26,10/26/2022,4678562016,1405068172,64705.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Mutual
17:52:40,11/7/2022,6583382196,7762218904,8444.32,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
20:29:04,10/10/2022,117227648,8329904713,6028.9,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Periodical
16:22:10,10/26/2022,5321164098,2631918949,517.59,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:12:15,11/6/2022,9030595474,4781585854,15837.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
15:18:37,10/18/2022,1409327422,2461361687,8935.41,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
11:32:02,11/10/2022,6721360830,6764537168,8817.32,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:45:01,10/18/2022,660435409,8622075880,1115.92,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
6:55:08,10/27/2022,6072690929,8174151646,617.78,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
11:51:15,10/19/2022,3228909113,8439300396,1912.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
5:17:23,10/13/2022,9099928806,1171332050,3520.99,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
22:52:36,11/7/2022,1758349103,3309498891,11622.01,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:00:00,11/3/2022,6495579116,2780958685,5981.56,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
10:23:59,10/18/2022,4021276361,5015922540,7979.79,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:22:22,10/18/2022,6320091808,2505804596,1171.46,UK pounds,UK pounds,UK,UK,Cash Deposit,0,Normal_Cash_Deposits
11:04:23,10/27/2022,2291941222,9029734438,15086.91,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:01:34,11/4/2022,6079362225,8252408488,610.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
12:54:10,11/2/2022,3087769213,318946466,13117.49,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
13:29:14,10/17/2022,2285885463,3504311556,12445.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
12:24:45,10/9/2022,4303691745,1081628753,9970.82,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Foward
19:36:20,11/3/2022,849759292,6995455157,6152.22,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
22:14:14,10/21/2022,7304266241,8886142919,6947.53,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
8:21:44,11/4/2022,6474730601,4086021647,15355.02,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
20:53:13,10/20/2022,2925300644,6064974971,13663.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:17:30,11/4/2022,8697274524,2526044720,7724.16,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:39:18,11/8/2022,8694389015,4500269786,2934.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
19:42:15,10/8/2022,3091598957,831699479,875.23,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:40:00,11/10/2022,9445995551,2926253452,6999.08,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
15:31:50,10/8/2022,3513848260,946692068,11155.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
16:45:47,10/8/2022,8257603427,1255229920,4154.37,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:09:37,10/25/2022,9231965389,8681177853,224.28,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
21:42:58,11/7/2022,5145103324,5839561410,10966.88,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
7:02:05,10/23/2022,4352136598,3040063266,366.13,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
23:23:24,10/14/2022,4053294339,4675607253,1933.15,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
12:43:10,11/5/2022,2864313029,8782403437,17582.6,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
9:35:34,10/15/2022,5399573774,802314023,6316.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
9:46:17,10/17/2022,7870891856,5900593775,1569.32,US dollar,UK pounds,USA,UK,Cross-border,0,Normal_Small_Fan_Out
20:36:40,10/18/2022,8727800527,264123794,2109.0,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:06:12,10/19/2022,5724104921,7894120419,4998.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
16:29:56,10/29/2022,1220960940,2236968025,1496.28,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:48:22,10/7/2022,363478209,8442307966,16328.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
20:32:15,10/8/2022,9735504944,9927569245,14669.21,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
0:03:24,11/9/2022,7112155747,7079755654,23726.76,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:14:46,10/9/2022,3563950269,4661952095,984.28,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:41:43,10/21/2022,7638763648,6424797995,9938.58,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
22:21:54,11/2/2022,5665240975,473014168,63.01,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
13:31:01,10/17/2022,226568186,7075661979,93.13,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
20:08:08,11/1/2022,9791139953,864846177,213.56,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
10:05:03,10/21/2022,9659056439,5028812845,8099.66,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
9:11:36,10/22/2022,6705432707,348919156,10105.24,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
9:56:58,10/27/2022,9515016795,6368386605,4637.37,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:10:41,10/18/2022,9469701780,7931176104,12680.54,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
19:27:25,10/17/2022,3908007731,4458540684,11241.7,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:45:48,10/30/2022,4543340081,9302036655,11380.84,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
14:52:20,11/5/2022,7149658623,7656415326,8502.65,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
17:40:18,11/10/2022,9501447562,5782368918,1938.31,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
12:48:51,11/1/2022,2990355877,8034551503,15255.47,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
4:58:26,10/15/2022,2707020784,4306070790,5661.11,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Periodical
18:55:48,10/24/2022,4960559869,7271699802,4497.39,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:33:52,10/8/2022,9292283602,3523922106,20737.88,Euro,UK pounds,Austria,UK,Cross-border,0,Normal_Small_Fan_Out
18:55:40,11/2/2022,1676300539,9629527840,9319.51,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
11:34:38,10/23/2022,5016065737,340159612,1418.21,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
2:50:13,10/21/2022,5089833742,2906112385,7815.19,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
22:02:18,10/29/2022,1583237432,2253494494,4643.96,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
8:20:27,10/22/2022,4485692928,791379540,1214.2,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
5:25:23,11/3/2022,6571440154,4445794997,21111.76,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Mutual
16:18:22,11/8/2022,6403834855,2087823630,1627.16,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
8:27:00,10/23/2022,4524898974,1983717046,9118.14,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
15:16:07,10/17/2022,5069701582,3942676618,7831.82,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
8:25:17,11/2/2022,5528523759,9421464753,3428.22,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
14:52:53,10/19/2022,316286575,852403139,521.32,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:49:25,10/26/2022,4908732108,1571198125,1174.03,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
18:29:35,10/9/2022,1007741007,8247785890,1105.83,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:11:59,11/8/2022,5174329652,100119452,161.37,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
16:22:19,10/29/2022,6923152766,459289512,7243.66,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
15:19:44,10/8/2022,2168730640,2674992774,5588.41,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
11:41:55,10/31/2022,3068663654,1228681818,9362.97,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
19:29:06,10/31/2022,147590335,581504599,436.33,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
15:11:40,10/17/2022,5063154749,2589596620,4076.49,UK pounds,Indian rupee,UK,UK,Credit card,0,Normal_Small_Fan_Out
23:30:05,10/27/2022,7201117271,2030127815,4661.86,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
9:45:37,10/11/2022,4300575433,2137372998,13720.04,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_Out
23:30:02,10/29/2022,4780864472,5574155584,8232.28,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
8:50:32,10/14/2022,2775584243,8286189761,200.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
23:36:48,11/11/2022,8115927808,6382906771,1822.79,Mexican Peso,UK pounds,Mexico,UK,Cross-border,0,Normal_Small_Fan_Out
16:00:16,10/31/2022,2235590128,1878516091,21544.25,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Mutual
8:48:00,10/10/2022,3950352859,562254110,4819.06,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Group
23:28:42,10/9/2022,6753493104,3113620262,294.62,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
20:48:02,10/14/2022,3148115914,9123324201,167.05,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
22:11:38,10/24/2022,3323321274,5256095229,168.93,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
18:34:42,11/10/2022,6457209680,4475300585,11700.72,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
8:35:33,10/22/2022,4799212689,4451270151,4837.15,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
13:06:05,10/9/2022,7012720614,1007869400,25190.26,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
22:13:49,10/29/2022,2716621715,1716132106,1732.45,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:06:44,10/27/2022,775480903,9716797685,5665.9,UK pounds,Euro,UK,France,Cross-border,0,Normal_Fan_In
22:48:02,11/10/2022,8885059249,9015351102,8390.4,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_In
10:12:14,10/28/2022,6560706626,8428077456,9614.38,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_Out
22:01:29,10/20/2022,9276257572,6460461916,677.63,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Small_Fan_Out
9:49:37,11/8/2022,9433043443,2639899640,2782.64,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
16:13:22,10/26/2022,3358520254,7836274829,119.38,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
13:21:28,10/25/2022,9185885266,3106767697,8054.43,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
22:09:04,10/9/2022,8039556217,9008257641,21175.78,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Group
16:09:44,10/21/2022,6153935299,780586595,10202.77,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
12:21:48,10/31/2022,8448094035,9499378650,4963.76,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
16:45:00,10/12/2022,5863434612,3789043277,13608.35,UK pounds,Euro,UK,Netherlands,Cross-border,0,Normal_Fan_Out
20:09:26,10/29/2022,2928830968,2586843651,506.42,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
17:19:06,10/7/2022,3709430533,3402269996,7993.72,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Fan_Out
1:02:21,11/11/2022,4590124385,7028801867,5169.41,UK pounds,Moroccan dirham,UK,Morocco,Cross-border,0,Normal_Fan_Out
16:57:43,10/19/2022,2305137294,8357942121,474.88,UK pounds,UK pounds,UK,UK,Credit card,0,Normal_Small_Fan_Out
16:47:00,10/28/2022,6057444675,9062248727,830.26,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
22:37:46,10/22/2022,9861960292,3864640502,6676.83,UK pounds,Swiss franc,UK,Switzerland,Cross-border,0,Normal_Small_Fan_Out
8:42:03,10/13/2022,2584915689,6395339343,10769.43,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Small_Fan_Out
6:11:25,11/1/2022,5976538559,3987427708,5228.47,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_In
8:40:03,10/8/2022,5429569461,4702676308,26491.11,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
10:09:55,10/31/2022,8145969726,6303965836,11810.23,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Small_Fan_Out
18:23:28,11/10/2022,932986687,2803912180,11298.7,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_In
12:58:31,10/23/2022,6219026064,649073516,8992.06,UK pounds,UK pounds,UK,UK,ACH,0,Normal_Fan_In
10:33:11,11/5/2022,5938495556,2701434021,1859.93,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Group
21:02:24,11/4/2022,1069374206,7251970253,74.15,UK pounds,UK pounds,UK,UK,Cash Withdrawal,0,Normal_Cash_Withdrawal
19:15:17,11/5/2022,6135642625,2478321003,14492.71,UK pounds,UK pounds,UK,UK,Cheque,0,Normal_Fan_Out
18:58:51,11/6/2022,8296474486,4711013206,6651.67,UK pounds,UK pounds,UK,UK,Debit card,0,Normal_Fan_Out
